athlete_id,date,daily_steps,daily_calories_burned,daily_active_calories,daily_active_time_minutes,recovery_score,hrv_balance,sleep_balance,body_temperature,resting_heart_rate,sleep_duration_hours,sleep_quality,sleep_regularity_score
ATH_001,2025-11-03,4522,2612,783,75,87.7264669413371,42.17245225453214,78.25761523386446,37.11219990049621,78,8.043230165724308,9.104682295784091,62.85031161112161
ATH_001,2025-11-02,14697,2043,1185,461,55.785619713176104,58.120114377977146,72.92025265152644,37.04862779872098,75,6.8731542706914714,8.966026813415166,72.56076566391981
ATH_001,2025-11-01,11401,3419,1230,100,63.15188995425166,59.882068699641614,69.3385117440841,36.96559006379106,48,7.797483827243908,6.049613565598205,71.65885244879436
ATH_001,2025-10-31,9270,2391,779,426,56.52931787806551,42.57068599563911,60.13441012891788,36.311845943797636,83,6.67576336832051,8.67601759191692,67.74709822446209
ATH_001,2025-10-30,7319,3293,1457,143,92.38225733260214,71.48904464865295,96.5649276298056,37.076039114264425,55,6.938965429598769,9.01017976760108,96.7987042355362
ATH_001,2025-10-29,12108,2320,392,437,99.54587373972561,40.9148376521682,62.67748879659546,36.2890161247339,75,6.1705507268887025,6.544313111286954,75.52848748076433
ATH_001,2025-10-28,10446,3733,969,340,78.94365217860948,66.54773829399309,50.44112944651706,36.68571537939601,56,7.7912187939776345,7.2156159587744275,94.26144921055862
ATH_001,2025-10-27,5458,3017,1463,426,88.88212848388446,64.49242272905363,94.46070067120954,36.546399319762855,75,5.563316669724458,6.662556266682013,66.27330501233212
ATH_001,2025-10-26,3189,3512,595,206,65.70386882099235,43.44905290413066,83.35430256677726,36.77453771452621,65,7.410531685142539,5.107210304419865,63.660175302511625
ATH_001,2025-10-25,8873,3389,918,377,81.9361704408503,67.25643933736885,88.4205271557017,36.957937739606166,66,8.1479603335393,6.005580248675255,94.06247641613028
ATH_001,2025-10-24,4548,2591,585,188,64.94129159243339,96.54816476977399,55.76951145049619,36.546393568050114,88,6.903175166938944,9.016676829566126,83.90362561609584
ATH_001,2025-10-23,6539,2318,826,277,72.1495769328159,51.16406332873062,99.33193599068196,36.47198732298338,50,6.619572387292266,5.021496555770453,60.13094095626393
ATH_001,2025-10-22,12059,2773,382,60,59.95221529101762,91.29638367366596,60.459306504042125,36.8265463217477,86,8.521478505036473,4.309001796792802,77.74714446255683
ATH_001,2025-10-21,14443,3955,684,324,70.22401337500942,32.93651060430351,84.13762886699796,36.50744959496136,54,8.157518533847698,5.00861529883108,67.27231929027568
ATH_001,2025-10-20,15091,2227,710,469,68.57169753233661,88.0580154139255,59.539613273791936,37.00717977020249,47,8.227485573075517,7.748774244003175,63.468427260134696
ATH_001,2025-10-19,5403,2070,562,335,96.09268368929548,42.10520602476117,78.64433005899532,36.78435141698212,53,7.2946663901960385,9.48525273808487,75.30026673834688
ATH_001,2025-10-18,4085,3555,709,329,52.80145666244569,58.60603775468853,52.629573562033926,36.75049246946592,73,7.499292568373751,9.92851994041936,71.92094323509558
ATH_001,2025-10-17,7432,2031,1421,276,69.91551839317856,98.76765375359382,67.2767875174313,36.57212019600803,69,8.662066914866786,9.115063817735232,78.99163706334319
ATH_001,2025-10-16,13985,3046,1229,123,77.77468411972006,37.465854874078346,98.20881305655755,36.77328665760709,83,6.245770097329196,8.801405283598976,76.16157639327659
ATH_001,2025-10-15,7369,3893,1177,367,94.55253084652674,71.55725520785313,90.29528235094509,36.62743107116022,88,8.42093573313138,9.522771870671203,95.10012997349507
ATH_001,2025-10-14,8906,3599,1107,261,62.20684104034532,43.898668247596504,76.34014594279682,36.73720817939489,59,5.637046777364377,4.844915308802771,91.34973049525001
ATH_001,2025-10-13,15664,3892,1218,362,78.53220912725224,91.89361298598584,50.86943714627169,36.60518210380096,81,8.911438535247875,7.045361494663156,77.61338762251339
ATH_001,2025-10-12,12822,2876,409,81,92.97112954306522,90.79257388486579,73.60389173400065,36.71420717447729,69,7.954237992463181,5.590894013302064,50.84466775357592
ATH_001,2025-10-11,11506,3459,376,416,97.8113098538077,91.56942663289468,79.00217776490491,36.6446055992361,77,8.771821818942476,9.338782483554338,76.18298310314393
ATH_001,2025-10-10,6882,2708,564,362,85.72242469696975,58.170150795345435,59.39919360380169,36.74085957882508,65,6.159748374649512,5.1201035554859,70.31999264272487
ATH_001,2025-10-09,13270,3144,368,163,80.84505645198686,84.55653548123244,78.33822819261879,36.42979568360526,77,6.161189932176137,8.968329837815638,83.5993935701163
ATH_001,2025-10-08,12231,2727,927,147,74.28920571776162,65.08683341977473,61.95883974286881,36.79009339948801,83,8.623180670938538,5.7615138305456925,87.66012825702478
ATH_001,2025-10-07,5203,3347,1444,473,90.81671994475414,85.59965021538721,91.18672065192764,36.41147228130588,70,7.030735298540337,8.15464211510878,81.50927845272862
ATH_001,2025-10-06,11772,2976,476,383,75.95458651698641,86.72813586012883,71.38505854096192,36.9015993498996,74,7.050988567404037,9.584248070130002,86.85624829487386
ATH_001,2025-10-05,7591,2514,995,364,67.95549714837986,46.12623756562168,78.97028155433273,36.99817080261785,89,6.262189894579661,5.292913731657908,79.68479894079279
ATH_001,2025-10-04,8167,3770,1444,349,87.46376684120523,43.72975448137101,73.41621536842776,37.06182813082461,61,5.838313927753351,6.50404201096,93.12087701348841
ATH_001,2025-10-03,14943,2277,352,378,64.48589590637678,46.29405985026517,96.17968152306636,36.9410788045428,74,5.496387504438729,6.519445286190805,59.71164648477908
ATH_001,2025-10-02,10188,3305,1060,57,86.91958184680287,84.19508907164511,80.35143271922733,36.22268684218245,54,7.744933120385791,4.205172699527133,90.9416449607059
ATH_001,2025-10-01,12368,3268,692,172,70.99193911775383,92.27996040870784,71.86806457813074,36.275344117573155,79,5.814410862938619,5.685624630053312,78.22857293035557
ATH_001,2025-09-30,10607,2891,1239,381,53.77389572120145,34.8020689426602,76.86919212196841,36.36012824018464,73,8.677016986105246,6.367235249454553,53.45764203388818
ATH_001,2025-09-29,6797,2611,300,72,82.58872394095516,32.04834764171325,64.59649855365367,36.74517350723262,82,5.130620138376811,4.415897568227901,62.878386282475844
ATH_001,2025-09-28,14598,3606,626,143,80.25015306690165,57.44894984907518,55.91620365015691,36.980773234887195,64,7.9442160579311585,7.077873051486051,86.93310267809126
ATH_001,2025-09-27,11430,3828,819,107,78.59196449282709,31.282204505100754,62.53221275579898,36.4291852394312,60,7.142437998266615,7.491762124115155,95.44989971864057
ATH_001,2025-09-26,14853,2321,760,224,97.17517678166195,84.13471794384007,91.94405402525605,36.56686839428623,72,5.964441790740874,5.334348613072193,97.60869187281406
ATH_001,2025-09-25,9255,2238,1467,403,94.18979920382387,94.32973141553424,75.5778098259656,36.82905969062517,83,6.202527714326703,7.428109394241672,57.49885120757723
ATH_001,2025-09-24,8140,2830,896,419,85.78196180334797,92.23294823831128,91.78937182261001,36.808309028103565,58,5.967277929282327,7.2187075362533974,70.09261692968963
ATH_001,2025-09-23,10506,2987,468,226,88.80582992067502,60.215623381577274,66.61138820331419,36.61132269682327,65,6.001597255462562,9.33010826228525,87.78056659120861
ATH_001,2025-09-22,9023,2063,937,247,94.3829031880264,74.65855641752515,92.59197384314012,36.56097145598628,69,7.964428166518723,5.554589232292668,67.20498820148683
