athlete_id,activity_id,strava_id,activity_name,activity_type,distance_km,moving_time_minutes,total_elevation_gain_m,start_date,start_latlng_lat,start_latlng_lng,average_speed_kmh,max_speed_kmh,average_heartrate_bpm,max_heartrate_bpm,average_cadence,average_watts,kilojoules,suffer_score,created_at,updated_at
ATH_001,ACT_001_001,95687665500,Track Workout,Yoga,60.49131547875572,150.37484327046963,99.97491581800288,2025-08-20 13:18:23,59.330880728874675,14.404460046972835,25.658322489473456,10.823379771832098,167.59278817295956,188.27098485602951,0.0,0.0,448.46856872152426,95,2025-09-06 13:18:23,2025-10-23 13:18:23
ATH_001,ACT_001_002,72088347837,Evening Swim,Weight Training,52.39497496453394,189.95193359275146,46.45041271999772,2025-09-13 13:18:23,58.4015376929389,13.801997007878171,3.424478757115729,47.68807022739411,135.06305742764314,156.97915517779413,0.0,0.0,557.9483854494222,79,2025-08-24 13:18:23,2025-10-23 13:18:23
ATH_001,ACT_001_003,70874137634,Morning Run,Weight Training,19.85913660323011,233.94758078576618,425.1558744912447,2025-09-10 13:18:23,57.7335513967164,12.739417822102109,34.026708088465874,41.00531293444458,165.15991532513513,192.63791452993541,96.87496940092467,0.0,472.3674385963759,81,2025-09-24 13:18:23,2025-10-19 13:18:23
ATH_001,ACT_001_004,62705042769,Long Ride,Ride,96.59502011188552,193.89924687540486,275.9991820225434,2025-10-05 13:18:23,59.0109849037702,12.298202574719083,34.58038197121655,40.889790771866295,105.89725452273379,130.38654819865218,88.27429375390469,292.8175866714864,240.68483829477168,60,2025-10-06 13:18:23,2025-10-28 13:18:23
ATH_001,ACT_001_005,47036783431,Afternoon Ride,Run,8.228718328030316,113.96522686322879,325.183322026747,2025-07-27 13:18:23,57.956488938538634,13.098887171960257,20.959789627126437,25.317074990151593,167.7369676311283,189.42396769862586,69.43939678995824,0.0,176.82382012301957,98,2025-10-19 13:18:23,2025-10-25 13:18:23
ATH_001,ACT_001_006,87444398654,Mountain Bike,Run,32.806886145480014,167.31408661446974,907.5664739260931,2025-10-11 13:18:23,58.022086896389084,14.159364365206692,9.49795919151262,47.71414282231924,137.90923731908288,178.63494531277934,84.97416192535172,0.0,300.43909367751417,47,2025-10-06 13:18:23,2025-10-23 13:18:23
ATH_001,ACT_001_007,59033536851,Solo Triathlon,Weight Training,36.91718813154354,274.8436792173536,272.1322493846353,2025-10-07 13:18:23,57.13553894313128,15.272059063689973,30.54337866420299,10.278085221247629,130.85978420620526,159.21877022041454,0.0,0.0,741.4688256668932,98,2025-09-05 13:18:23,2025-10-26 13:18:23
ATH_001,ACT_001_008,93166155888,Morning Run,Ride,96.3198349043269,97.98121987284833,497.2485058923854,2025-07-13 13:18:23,55.740434649766996,15.990961940195767,11.53699245680912,49.064598233306114,122.8829610654585,132.3135513030384,85.37405378805455,232.7336458292841,950.7880126888741,89,2025-10-02 13:18:23,2025-10-31 13:18:23
ATH_001,ACT_001_009,81847142142,Recovery Swim,Yoga,63.96597139817079,201.05302190544157,535.7746840747585,2025-07-14 13:18:23,58.99172562492276,12.602870175861717,19.262360855702997,37.832512271635274,158.66870438509758,152.81712336413193,0.0,302.3752615349289,762.4653758542858,90,2025-09-12 13:18:23,2025-10-26 13:18:23
ATH_001,ACT_001_010,11707558823,Mountain Bike,Ride,84.09559037891815,212.4363316006058,735.2161192407722,2025-09-14 13:18:23,59.623468091392816,15.509357413523924,11.25413208688498,36.39936184136716,155.37777601609727,168.86405681196237,69.67409163601806,0.0,1804.7099401113207,56,2025-10-02 13:18:23,2025-10-26 13:18:23
ATH_001,ACT_001_011,45859582050,Evening Swim,Swim,85.91978060405306,139.2171943229913,887.7700987609599,2025-07-10 13:18:23,55.420699824975244,12.646514856378456,31.753734032866536,34.2571623863836,90.73576412933038,137.10300800062225,60.20246335384875,0.0,1142.5941997965135,73,2025-09-29 13:18:23,2025-10-19 13:18:23
ATH_001,ACT_001_012,25943688352,Trail Run,Run,50.401584087976595,78.28213148975878,366.46878458285994,2025-10-26 13:18:23,59.24611705247089,14.630451569201373,21.185875306735092,13.746990713123699,119.41726424475468,148.56416573772077,0.0,198.2744311666901,1794.8884548365152,46,2025-10-07 13:18:23,2025-11-02 13:18:23
ATH_001,ACT_001_013,98058155805,Morning Run,Weight Training,67.55455784698377,263.32524256941383,230.18526824155526,2025-09-16 13:18:23,56.403861812204276,12.097263865725814,23.65511346902937,17.084427176281956,165.23668674823313,196.7750003901811,74.80634801021777,0.0,1863.8052689166782,65,2025-09-11 13:18:23,2025-11-01 13:18:23
ATH_001,ACT_001_014,92869027006,Long Ride,Run,33.05835650531521,75.76304160524498,556.8012624583502,2025-07-31 13:18:23,59.22106570363156,15.720067339243327,5.253316187185405,18.356748704614407,143.69148134592405,155.10527469073148,0.0,0.0,712.846452053341,52,2025-10-25 13:18:23,2025-10-24 13:18:23
ATH_001,ACT_001_015,37030771164,Solo Triathlon,Ride,81.39111267855971,264.109526016628,913.2405525564712,2025-10-27 13:18:23,57.507581473436,15.1931807158671,23.798845784888485,38.07867509030814,153.66341355488808,192.30037392722966,75.02331810559775,0.0,1198.7322678927305,70,2025-10-09 13:18:23,2025-10-18 13:18:23
ATH_001,ACT_001_016,91771172521,Recovery Swim,Swim,14.451930239884708,171.00568021479717,769.9935530986108,2025-07-18 13:18:23,59.82625915195385,13.829060646454915,29.944738400383404,17.77520135979492,122.90831240453429,178.96585475370358,0.0,0.0,1942.120047516902,49,2025-10-15 13:18:23,2025-10-18 13:18:23
ATH_002,ACT_002_001,27971576281,Long Ride,Run,69.4729902750059,45.71227078727978,915.2137276264805,2025-07-15 13:18:23,56.251214490822974,14.196906658824481,25.867069526401995,36.40789506870925,112.39471175567543,196.8405696464236,82.17416210045603,204.90001560694748,570.6888800521992,35,2025-09-13 13:18:23,2025-10-30 13:18:23
ATH_002,ACT_002_002,70304471024,Trail Run,Yoga,48.469035250557866,56.415223375770395,491.61587511683234,2025-09-25 13:18:23,56.73152160544701,13.858695251758446,23.792757844568428,11.922356967881349,165.93165852731087,192.06762711086333,0.0,0.0,1873.5289853510176,20,2025-08-26 13:18:23,2025-10-22 13:18:23
ATH_002,ACT_002_003,25529962511,Track Workout,Ride,4.598108433078938,188.15940694383508,940.2302414249576,2025-10-10 13:18:23,58.38584171191491,14.293468166687733,7.112011303485126,42.44816706944012,155.65115805951643,173.8157769071101,86.05939087431152,0.0,620.5261419101541,31,2025-07-31 13:18:23,2025-10-21 13:18:23
ATH_002,ACT_002_004,14462312700,Evening Swim,Ride,68.93466379480297,49.220935084261825,318.9756302937613,2025-10-08 13:18:23,58.40806834486395,13.362498277856961,11.3422249035489,29.841498171736248,145.43122869535514,154.3835623117238,61.56745306702585,341.89513788006184,1141.146578171366,92,2025-10-10 13:18:23,2025-11-01 13:18:23
ATH_002,ACT_002_005,81861879906,Trail Run,Ride,26.501612023178257,186.74688333285565,867.116607209722,2025-07-30 13:18:23,59.29206375921506,13.715976109500073,27.027874169327916,40.18171496338729,98.24990950687462,193.17870346756968,93.05829864430967,323.8808071240501,839.48318959491,31,2025-09-03 13:18:23,2025-10-26 13:18:23
ATH_002,ACT_002_006,87701484619,Group Ride,Weight Training,95.10607277097888,286.66392967314016,573.4378881232861,2025-07-15 13:18:23,55.4164220559763,12.366816589033924,22.278109628835807,32.14812209383203,107.01823160193831,196.2336180017183,64.53858408069792,343.56205213360255,1992.2693598576254,24,2025-09-29 13:18:23,2025-10-24 13:18:23
ATH_002,ACT_002_007,53452471953,Group Ride,Ride,84.02245967526264,264.05455043392715,838.480763763985,2025-09-18 13:18:23,58.5048456572956,12.291052025456775,29.2995218972914,38.24968908625985,96.50790245135198,135.93863998596345,74.9708318302448,303.19989181437563,1899.7722970293316,64,2025-10-30 13:18:23,2025-10-31 13:18:23
ATH_002,ACT_002_008,34516451579,Evening Swim,Yoga,39.04278383198094,220.37277836009818,248.72415443028794,2025-10-15 13:18:23,55.55598741153076,13.970500417163436,3.36331663255741,28.74642567976505,94.50426205454698,138.31725413876504,0.0,286.51121981635583,1208.4006536846032,81,2025-09-01 13:18:23,2025-10-18 13:18:23
ATH_002,ACT_002_009,10960336805,Long Ride,Ride,3.1911385196020015,291.86728321106256,43.15991195057612,2025-10-13 13:18:23,55.21700391649087,15.698573320894385,32.411702888917105,20.119606719569646,145.63288984853182,135.28041829628384,0.0,0.0,659.5384989949167,20,2025-07-09 13:18:23,2025-11-01 13:18:23
